number,user_id,created_at,updated_at,closed_at,milestone_number,state
13562,1020496,2016-07-05,2016-07-11,2016-07-09,41,closed
13558,9327071,2016-07-04,2016-07-05,2016-07-05,40,closed
13557,5253102,2016-07-04,2016-07-05,2016-07-05,33,closed
13556,12767881,2016-07-04,2016-07-04,2016-07-04,33,closed
13555,10204255,2016-07-03,2016-07-03,2016-07-03,,closed
13549,1579723,2016-07-02,2016-08-22,2016-08-22,40,closed
13548,334435,2016-07-02,2016-08-01,2016-07-03,33,closed
13547,453745,2016-07-01,2019-10-21,,32,open
13546,2631566,2016-07-01,2016-07-02,2016-07-01,33,closed
13545,270691,2016-07-01,2016-07-06,2016-07-06,,closed
13544,66145,2016-07-01,2017-03-04,2017-03-04,40,closed
13543,5585221,2016-07-01,2017-03-25,2017-03-25,39,closed
13542,5585221,2016-07-01,2016-08-15,2016-08-15,40,closed
13541,953992,2016-07-01,2016-07-03,2016-07-03,40,closed
13540,8196363,2016-06-30,2016-07-01,2016-06-30,33,closed
13539,8282510,2016-06-30,2016-07-01,2016-07-01,33,closed
13538,2013465,2016-06-30,2016-08-25,2016-08-25,40,closed
13537,143389,2016-06-30,2016-07-01,2016-07-01,33,closed
13536,1312546,2016-06-30,2016-07-19,2016-07-19,40,closed
13535,19708351,2016-06-30,2016-07-19,2016-07-19,40,closed
13531,18690,2016-06-29,2016-09-11,2016-09-11,,closed
13530,2933165,2016-06-29,2016-07-05,2016-07-05,40,closed
13529,456541,2016-06-29,2016-06-29,2016-06-29,,closed
13527,9138356,2016-06-28,2016-06-29,2016-06-28,33,closed
13524,15664307,2016-06-28,2016-09-07,2016-09-07,40,closed
13523,953992,2016-06-28,2017-03-23,2017-03-23,33,closed
13522,4710853,2016-06-27,2016-08-17,2016-08-17,40,closed
13521,5765379,2016-06-27,2020-03-03,2016-06-28,33,closed
13520,1924092,2016-06-27,2016-07-19,2016-07-19,40,closed
13519,4710853,2016-06-26,2021-05-01,,32,open
13517,1621449,2016-06-26,2019-06-28,2019-06-28,,closed
13511,2924816,2016-06-25,2016-07-25,2016-07-25,40,closed
13509,1020496,2016-06-24,2016-08-26,2016-08-26,40,closed
13508,143389,2016-06-24,2017-03-03,2017-03-03,39,closed
13506,7279321,2016-06-23,2021-12-21,,,open
13505,15304285,2016-06-23,2016-06-27,2016-06-27,,closed
13503,306380,2016-06-23,2019-04-28,2019-04-28,61,closed
13501,296164,2016-06-23,2021-05-17,2021-05-17,80,closed
13500,1924092,2016-06-23,2016-08-31,2016-08-31,32,closed
13498,10043087,2016-06-23,2016-06-23,2016-06-23,,closed
13497,3160562,2016-06-22,2016-06-23,2016-06-22,,closed
13495,8846627,2016-06-21,2016-06-21,2016-06-21,,closed
13492,4462724,2016-06-20,2017-06-04,2017-06-04,50,closed
13490,270613,2016-06-20,2017-05-31,2017-05-31,50,closed
13489,604138,2016-06-20,2021-05-01,,,open
13488,4992903,2016-06-19,2021-05-01,,32,open
13486,33456,2016-06-19,2018-05-29,2018-05-29,55,closed
13483,4462724,2016-06-18,2021-02-24,2021-02-24,80,closed
13482,3711678,2016-06-18,2016-06-18,2016-06-18,33,closed
13480,1020496,2016-06-18,2019-06-19,2019-06-19,61,closed
13479,15892408,2016-06-18,2016-06-18,2016-06-18,,closed
13478,8209940,2016-06-18,2016-06-19,2016-06-18,33,closed
13476,6708557,2016-06-17,2016-06-17,2016-06-17,33,closed
13475,1565474,2016-06-17,2020-08-07,2020-08-07,73,closed
13474,1224492,2016-06-17,2021-05-01,,32,open
13473,5635139,2016-06-17,2020-06-17,2019-03-05,32,closed
13472,953992,2016-06-17,2016-06-17,2016-06-17,40,closed
13471,3711678,2016-06-17,2021-06-23,2016-06-17,,closed
13470,8282510,2016-06-17,2016-06-17,2016-06-17,33,closed
13469,953992,2016-06-17,2016-06-17,2016-06-17,40,closed
13468,1020496,2016-06-16,2021-05-01,,32,open
13467,1696302,2016-06-16,2016-07-11,2016-07-11,40,closed
13466,19981785,2016-06-16,2016-06-16,2016-06-16,33,closed
13465,29405,2016-06-16,2020-05-11,,32,open
13463,4462724,2016-06-16,2018-03-07,2018-03-07,53,closed
13461,2158394,2016-06-16,2016-07-21,2016-07-21,40,closed
13459,6786394,2016-06-16,2016-06-21,2016-06-21,40,closed
13457,1924092,2016-06-15,2019-10-21,,32,open
13455,17814149,2016-06-15,2016-06-17,2016-06-16,33,closed
13454,5184014,2016-06-15,2016-07-07,2016-07-07,40,closed
13453,2783717,2016-06-15,2017-02-16,2017-02-16,39,closed
13452,1199593,2016-06-15,2016-06-16,2016-06-16,33,closed
13451,611122,2016-06-15,2016-06-17,2016-06-17,40,closed
13448,953992,2016-06-15,2016-06-16,2016-06-16,40,closed
13447,2418513,2016-06-15,2016-06-15,2016-06-15,,closed
13446,4974928,2016-06-15,2016-06-16,2016-06-15,33,closed
13445,19923352,2016-06-15,2016-08-16,2016-08-16,40,closed
13444,953992,2016-06-14,2016-06-17,2016-06-17,40,closed
13443,1924092,2016-06-14,2018-12-05,2018-12-05,55,closed
13442,31669,2016-06-14,2019-04-10,2019-04-10,,closed
13439,19929980,2016-06-14,2021-05-01,,,open
13438,953992,2016-06-14,2016-06-16,2016-06-16,40,closed
13437,8206827,2016-06-14,2016-06-16,2016-06-16,33,closed
13434,2581087,2016-06-13,2017-03-29,2017-03-29,39,closed
13433,1336287,2016-06-13,2021-05-01,,20,open
13432,9507544,2016-06-13,2021-05-17,2021-05-17,80,closed
13431,4273204,2016-06-12,2017-04-07,2017-04-07,39,closed
13429,1696302,2016-06-12,2021-05-15,2021-05-15,32,closed
13427,14192598,2016-06-11,2021-05-17,2021-05-17,80,closed
13424,140123,2016-06-10,2016-10-21,2016-10-21,33,closed
13423,8431062,2016-06-10,2016-06-11,2016-06-11,33,closed
13422,9990778,2016-06-10,2016-06-10,2016-06-10,33,closed
13421,1216791,2016-06-10,2016-06-10,2016-06-10,33,closed
13420,3935060,2016-06-10,2019-08-07,2019-08-07,16,closed
13417,7870949,2016-06-09,2016-06-09,2016-06-09,,closed
13416,9507544,2016-06-09,2021-05-01,,32,open
13415,1216791,2016-06-09,2016-06-10,2016-06-10,33,closed
13414,7870949,2016-06-09,2016-06-09,2016-06-09,,closed
13412,6661307,2016-06-09,2017-03-13,2016-12-06,45,closed
13410,953992,2016-06-09,2021-05-01,,32,open
13409,3441712,2016-06-09,2016-06-09,2016-06-09,33,closed
13408,3711678,2016-06-09,2016-06-09,2016-06-09,33,closed
13407,5033091,2016-06-09,2018-03-25,2018-03-25,53,closed
13404,13544845,2016-06-08,2017-02-06,2016-06-08,33,closed
13403,10107101,2016-06-08,2016-06-09,2016-06-08,33,closed
13401,953992,2016-06-08,2020-05-02,2020-05-02,32,closed
13400,10272606,2016-06-08,2021-05-01,,,open
13399,953992,2016-06-08,2016-07-26,2016-07-26,,closed
13398,321752,2016-06-08,2016-07-02,2016-07-02,40,closed
13396,2195834,2016-06-08,2016-06-08,2016-06-08,,closed
13395,1217238,2016-06-08,2016-08-29,2016-08-29,40,closed
13393,620337,2016-06-07,2017-11-08,2017-11-08,52,closed
13391,453086,2016-06-07,2016-06-07,2016-06-07,33,closed
13390,13572824,2016-06-07,2016-06-07,2016-06-07,33,closed
13389,1920103,2016-06-07,2016-07-26,2016-07-26,40,closed
13388,953992,2016-06-07,2016-06-07,2016-06-07,40,closed
13387,10522158,2016-06-07,2016-06-07,2016-06-07,33,closed
13385,4261415,2016-06-07,2016-06-07,2016-06-07,,closed
13384,501585,2016-06-07,2016-06-07,2016-06-07,,closed
13383,233655,2016-06-07,2016-06-21,2016-06-21,40,closed
13382,2274099,2016-06-06,2016-06-08,2016-06-08,40,closed
13379,1020496,2016-06-06,2021-05-26,2021-05-26,80,closed
13378,18750612,2016-06-06,2021-11-28,2021-11-28,86,closed
13374,9273653,2016-06-05,2017-09-08,2016-11-25,39,closed
13371,5802525,2016-06-05,2021-05-01,,,open
13370,1993919,2016-06-05,2016-06-05,2016-06-05,,closed
13367,12858223,2016-06-05,2016-06-05,2016-06-05,,closed
13365,1224492,2016-06-04,2021-05-01,,32,open
13362,5426388,2016-06-04,2016-06-04,2016-06-04,,closed
13357,941147,2016-06-03,2020-06-24,2020-06-24,68,closed
13356,953992,2016-06-03,2016-07-24,2016-07-24,40,closed
13354,2138328,2016-06-03,2016-06-18,2016-06-18,40,closed
13353,16807224,2016-06-03,2021-05-12,2021-05-12,80,closed
13352,9273653,2016-06-02,2016-07-10,2016-07-10,40,closed
13349,9273653,2016-06-02,2017-03-23,2016-07-29,40,closed
13348,379413,2016-06-02,2021-05-01,,32,open
13347,10272606,2016-06-01,2016-09-13,2016-09-13,40,closed
13346,3205522,2016-06-01,2020-10-05,2020-10-05,73,closed
13345,8431062,2016-06-01,2016-06-01,2016-06-01,,closed
13344,6108349,2016-06-01,2016-06-01,2016-06-01,33,closed
13342,1428796,2016-06-01,2016-06-07,2016-06-01,33,closed
13341,16540200,2016-06-01,2016-11-26,2016-11-26,45,closed
13338,953992,2016-05-31,2016-05-31,2016-05-31,40,closed
13335,3211163,2016-05-31,2016-06-15,2016-06-15,40,closed
13333,953992,2016-05-31,2016-08-22,2016-08-22,40,closed
13332,152342,2016-05-31,2016-05-31,2016-05-31,33,closed
13331,5858759,2016-05-31,2016-05-31,2016-05-31,,closed
13330,10137,2016-05-31,2018-06-26,2016-05-31,,closed
13329,2985325,2016-05-30,2018-07-14,2018-07-14,32,closed
13328,13205162,2016-05-30,2016-05-30,2016-05-30,33,closed
13327,8282510,2016-05-30,2020-08-06,2016-05-30,33,closed
13324,3211163,2016-05-30,2016-05-31,2016-05-31,40,closed
13322,69774,2016-05-30,2016-08-09,2016-07-29,40,closed
13318,1199593,2016-05-29,2020-01-07,2020-01-07,16,closed
13308,361447,2016-05-27,2016-05-27,2016-05-27,,closed
13306,19616257,2016-05-27,2016-06-02,2016-06-02,40,closed
13305,1165563,2016-05-27,2016-05-27,2016-05-27,33,closed
13304,1292507,2016-05-27,2016-05-31,2016-05-31,40,closed
13303,7747568,2016-05-27,2017-03-20,2017-03-20,39,closed
13302,9273653,2016-05-26,2019-10-21,,32,open
13299,1621449,2016-05-26,2016-07-01,2016-07-01,40,closed
13297,5635139,2016-05-26,2021-10-06,2021-10-06,86,closed
13296,1377457,2016-05-26,2019-12-26,2019-12-26,16,closed
13295,953992,2016-05-26,2016-05-26,2016-05-26,40,closed
13294,953992,2016-05-26,2020-04-10,2020-04-10,32,closed
13292,3911074,2016-05-26,2017-09-12,2017-09-12,46,closed
13291,3305496,2016-05-26,2018-12-09,2018-12-09,55,closed
13290,19585788,2016-05-26,2016-05-27,2016-05-27,33,closed
13289,2927161,2016-05-26,2016-05-27,2016-05-26,,closed
13288,9507544,2016-05-25,2016-05-31,2016-05-31,40,closed
13287,4992803,2016-05-25,2019-06-27,2019-06-27,61,closed
13286,953992,2016-05-25,2020-09-21,,32,open
13282,6215361,2016-05-25,2016-05-25,2016-05-25,40,closed
13281,19568452,2016-05-25,2016-05-25,2016-05-25,33,closed
13280,3994844,2016-05-25,2016-05-25,2016-05-25,33,closed
13279,19567878,2016-05-25,2017-07-30,2017-07-30,32,closed
13271,13205162,2016-05-24,2016-06-28,2016-06-28,40,closed
13269,140123,2016-05-24,2016-05-24,2016-05-24,,closed
13268,19549355,2016-05-24,2016-05-24,2016-05-24,,closed
13266,1199593,2016-05-24,2021-05-05,2021-05-05,,closed
13265,7028933,2016-05-24,2016-05-26,2016-05-24,,closed
13262,9273653,2016-05-23,2021-08-20,,32,open
13260,8516338,2016-05-23,2016-05-26,2016-05-26,32,closed
13259,835184,2016-05-23,2016-05-23,2016-05-23,,closed
13258,953992,2016-05-23,2017-11-14,2017-09-12,46,closed
13257,17080502,2016-05-23,2019-10-22,2019-10-22,16,closed
13256,1320172,2016-05-23,2016-05-23,2016-05-23,,closed
13255,370930,2016-05-23,2016-07-08,2016-05-23,33,closed
13254,953992,2016-05-22,2020-09-15,2020-09-15,73,closed
13253,1965378,2016-05-21,2019-01-21,2019-01-21,55,closed
13251,953992,2016-05-21,2016-05-22,2016-05-22,40,closed
13248,1696302,2016-05-21,2016-05-21,2016-05-21,40,closed
13247,10360673,2016-05-21,2017-03-14,2017-03-14,39,closed
13245,535259,2016-05-20,2016-05-20,2016-05-20,,closed
13243,10649212,2016-05-20,2016-05-24,2016-05-24,,closed
13242,1696302,2016-05-20,2020-05-22,2020-05-22,32,closed
13240,7169207,2016-05-20,2016-05-20,2016-05-20,,closed
13239,7169207,2016-05-20,2016-05-20,2016-05-20,,closed
13238,835184,2016-05-20,2018-04-11,2018-04-11,53,closed
13237,1320172,2016-05-20,2019-03-18,2016-05-20,,closed
13236,3242660,2016-05-20,2017-09-12,2017-09-12,46,closed
13235,747219,2016-05-20,2016-05-25,2016-05-25,40,closed
13232,1696302,2016-05-19,2017-03-04,2017-03-04,39,closed
13231,632858,2016-05-19,2016-06-05,2016-06-05,40,closed
13230,10881376,2016-05-19,2020-01-07,2020-01-07,16,closed
13229,953992,2016-05-19,2021-04-15,2021-04-15,33,closed
13228,10881376,2016-05-19,2020-01-07,2020-01-07,16,closed
13227,5760954,2016-05-19,2021-04-30,2021-04-30,,closed
13226,10881376,2016-05-19,2021-04-30,2021-04-30,32,closed
13224,8616972,2016-05-18,2017-10-01,2017-10-01,46,closed
13223,8616972,2016-05-18,2018-08-09,2018-08-09,60,closed
13222,501736,2016-05-18,2016-06-18,2016-06-18,40,closed
13221,5635139,2016-05-18,2018-10-26,2018-10-25,55,closed
13220,18246162,2016-05-18,2019-10-18,2019-10-18,32,closed
13219,9703332,2016-05-18,2016-10-14,2016-06-01,40,closed
13218,10881376,2016-05-18,2016-12-31,2016-12-31,39,closed
13217,9683693,2016-05-18,2022-01-20,2021-05-12,80,closed
13213,45175,2016-05-18,2016-05-19,2016-05-19,40,closed
13212,5635139,2016-05-18,2016-05-21,2016-05-21,40,closed
13211,507492,2016-05-18,2016-05-19,2016-05-18,,closed
13210,9990778,2016-05-17,2017-09-19,2016-05-18,33,closed
13208,1331338,2016-05-17,2020-12-07,2020-01-07,16,closed
13207,1924092,2016-05-17,2017-03-28,2017-03-28,39,closed
13206,5654544,2016-05-17,2019-05-01,2017-06-07,46,closed
13204,4855603,2016-05-17,2016-07-03,2016-07-03,40,closed
13203,117456,2016-05-17,2021-05-24,2021-05-24,80,closed
13202,953992,2016-05-17,2016-12-21,2016-12-21,45,closed
13199,1430861,2016-05-17,2016-05-17,2016-05-17,,closed
13196,835184,2016-05-16,2016-05-19,2016-05-17,33,closed
13195,537223,2016-05-16,2016-05-16,2016-05-16,33,closed
13194,1150402,2016-05-16,2019-10-21,,32,open
13193,8282510,2016-05-16,2019-12-01,,32,open
13191,1924092,2016-05-15,2016-05-18,2016-05-18,40,closed
13186,1879063,2016-05-15,2016-05-16,2016-05-15,40,closed
13185,1879063,2016-05-15,2016-07-05,2016-07-05,40,closed
13184,18058492,2016-05-15,2021-09-27,2016-06-23,33,closed
13182,7460499,2016-05-15,2016-05-15,2016-05-15,,closed
13181,5564044,2016-05-15,2016-05-15,2016-05-15,,closed
13180,15664307,2016-05-15,2016-05-20,2016-05-20,40,closed
13179,1090105,2016-05-14,2017-02-22,2017-02-22,39,closed
13174,11285770,2016-05-14,2016-05-14,2016-05-14,40,closed
13173,710931,2016-05-13,2016-05-13,2016-05-13,33,closed
13172,11285770,2016-05-13,2016-05-17,2016-05-17,40,closed
13169,953992,2016-05-13,2022-01-01,,32,open
13168,2135985,2016-05-13,2016-07-11,2016-07-11,33,closed
13166,826871,2016-05-13,2016-06-15,2016-06-15,40,closed
13162,1220850,2016-05-12,2016-05-12,2016-05-12,33,closed
13160,78236,2016-05-12,2016-07-21,2016-07-21,40,closed
13159,19328302,2016-05-12,2022-01-11,,32,open
13158,4244527,2016-05-12,2016-05-13,2016-05-13,33,closed
13157,591686,2016-05-12,2016-05-12,2016-05-12,33,closed
13155,4407787,2016-05-12,2016-05-12,2016-05-12,,closed
13154,10614835,2016-05-12,2016-05-12,2016-05-12,33,closed
13153,4719741,2016-05-12,2021-04-30,2021-04-30,20,closed
13152,1217238,2016-05-12,2021-04-30,,32,open
13151,11285770,2016-05-12,2016-05-12,2016-05-12,33,closed
13150,8621179,2016-05-12,2016-05-12,2016-05-12,33,closed
13149,1684060,2016-05-12,2016-05-23,2016-05-23,32,closed
13146,1315854,2016-05-11,2016-05-11,2016-05-11,,closed
13144,4396228,2016-05-11,2016-05-13,2016-05-13,40,closed
13143,19950,2016-05-11,2016-05-21,2016-05-21,40,closed
13141,8431341,2016-05-11,2021-02-13,,,open
13140,1834828,2016-05-11,2016-05-17,2016-05-17,,closed
13139,917985,2016-05-11,2016-10-24,2016-10-24,43,closed
13138,2196196,2016-05-11,2019-06-28,2019-06-28,32,closed
13135,830792,2016-05-11,2016-08-21,2016-08-21,40,closed
13134,79948,2016-05-11,2016-05-11,2016-05-11,33,closed
13133,1217238,2016-05-11,2021-04-30,,32,open
13130,546210,2016-05-10,2018-07-06,2017-07-10,33,closed
13129,953992,2016-05-10,2019-10-27,2019-10-27,,closed
13128,375307,2016-05-10,2018-08-14,2018-08-14,55,closed
13127,7676160,2016-05-10,2016-05-10,2016-05-10,,closed
13126,2394898,2016-05-10,2016-05-11,2016-05-10,,closed
13123,953992,2016-05-09,2016-07-20,2016-07-19,33,closed
13121,3013304,2016-05-09,2016-05-09,2016-05-09,33,closed
13120,1588357,2016-05-09,2021-05-12,2021-05-12,80,closed
13119,1020496,2016-05-09,2016-08-31,2016-08-31,40,closed
13118,12790328,2016-05-09,2016-05-09,2016-05-09,33,closed
13113,5635139,2016-05-08,2016-05-08,2016-05-08,33,closed
13111,953992,2016-05-07,2020-01-01,2020-01-01,33,closed
13110,1696302,2016-05-07,2016-08-31,2016-08-31,40,closed
13109,662003,2016-05-07,2016-08-21,2016-08-21,40,closed
13108,5635139,2016-05-07,2016-05-08,2016-05-08,40,closed
13107,1696302,2016-05-06,2016-09-03,2016-09-03,40,closed
13106,5635139,2016-05-06,2016-05-07,2016-05-07,,closed
13105,8426290,2016-05-06,2016-05-11,,,open
13104,12834389,2016-05-06,2016-05-31,2016-05-31,40,closed
13103,10658783,2016-05-06,2016-05-06,2016-05-06,33,closed
13102,14347878,2016-05-06,2016-05-06,2016-05-06,,closed
13101,7665678,2016-05-06,2017-11-22,2017-11-22,52,closed
13100,5386897,2016-05-05,2016-05-05,2016-05-05,,closed
13098,11636051,2016-05-05,2016-05-12,2016-05-12,40,closed
13097,5635139,2016-05-05,2017-02-10,2017-02-10,39,closed
13095,10706519,2016-05-05,2016-05-11,2016-05-05,33,closed
13094,1564485,2016-05-05,2021-04-24,,32,open
13092,953992,2016-05-05,2016-12-26,2016-12-26,39,closed
13090,674200,2016-05-05,2021-04-24,,32,open
13086,3899812,2016-05-05,2017-02-26,2017-02-26,33,closed
13085,1776358,2016-05-04,2016-05-05,2016-05-04,38,closed
13084,9390695,2016-05-04,2020-01-07,2020-01-07,32,closed
13083,5635139,2016-05-04,2017-10-01,2017-10-01,46,closed
13078,1696302,2016-05-04,2016-07-10,2016-07-10,40,closed
13077,1696302,2016-05-04,2018-06-29,2018-06-29,55,closed
13076,953992,2016-05-03,2016-05-21,2016-05-21,40,closed
13075,7530947,2016-05-03,2021-04-24,,32,open
13074,5126549,2016-05-03,2016-05-03,2016-05-03,,closed
13068,413772,2016-05-03,2020-08-07,2020-08-07,73,closed
13064,1755025,2016-05-03,2016-05-03,2016-05-03,33,closed
13063,6098052,2016-05-03,2016-05-03,2016-05-03,33,closed
13062,69774,2016-05-03,2016-05-05,2016-05-03,,closed
13061,69774,2016-05-03,2016-08-19,2016-08-19,40,closed
13057,405156,2016-05-02,2016-05-07,2016-05-07,40,closed
13056,12717769,2016-05-02,2021-06-11,,,open
13054,2195834,2016-05-02,2021-12-19,2021-12-19,86,closed
13053,2195834,2016-05-02,2016-05-02,2016-05-02,,closed
13051,5619798,2016-05-01,2018-06-28,2018-06-28,55,closed
13049,3237939,2016-05-01,2021-04-24,,32,open
13048,953992,2016-05-01,2016-05-07,2016-05-07,40,closed
13046,11424941,2016-04-30,2017-02-27,2016-04-30,39,closed
13044,953992,2016-04-30,2020-11-19,2020-11-19,73,closed
13043,1696302,2016-04-30,2016-05-11,2016-05-11,40,closed
13041,2196196,2016-04-30,2020-04-30,,,open
13040,1217238,2016-04-30,2016-05-11,2016-05-10,,closed
13035,1490832,2016-04-30,2019-09-05,2019-09-05,32,closed
13034,7263654,2016-04-29,2021-05-12,2021-05-12,80,closed
13032,1621449,2016-04-29,2018-09-25,2018-09-25,55,closed
13031,7373718,2016-04-29,2016-04-29,2016-04-29,,closed
13030,11199045,2016-04-29,2016-04-29,2016-04-29,33,closed
13029,5917788,2016-04-29,2016-05-13,2016-05-13,40,closed
13027,3209516,2016-04-29,2021-04-24,,32,open
13023,11671536,2016-04-29,2016-04-29,2016-04-29,,closed
13022,953992,2016-04-28,2018-09-05,2018-09-05,55,closed
13021,4314666,2016-04-28,2021-04-24,,32,open
13020,1348834,2016-04-28,2016-05-18,2016-05-18,40,closed
13019,1315854,2016-04-28,2016-04-30,2016-04-30,38,closed
13018,13602663,2016-04-28,2017-01-16,2016-04-28,33,closed
13017,4622202,2016-04-28,2021-04-24,2021-04-24,32,closed
13016,2169748,2016-04-28,2021-04-23,,32,open
13015,9273653,2016-04-28,2016-04-29,2016-04-29,,closed
13013,17550021,2016-04-27,2016-04-27,2016-04-27,,closed
13006,1490832,2016-04-27,2016-06-03,2016-06-03,40,closed
13003,953992,2016-04-26,2016-05-12,2016-05-05,38,closed
13001,5764665,2016-04-26,2016-08-31,2016-08-31,40,closed
13000,9261688,2016-04-26,2019-12-12,2019-12-12,16,closed
12999,4122640,2016-04-26,2016-04-26,2016-04-26,33,closed
12998,3237939,2016-04-26,2016-04-26,2016-04-26,33,closed
12997,107748,2016-04-26,2021-05-26,,32,open
12995,953992,2016-04-26,2016-09-06,2016-09-06,40,closed
12993,953992,2016-04-26,2020-09-20,,32,open
12991,17476051,2016-04-26,2020-05-31,,32,open
12990,8461039,2016-04-26,2016-04-26,2016-04-26,,closed
12988,1684060,2016-04-26,2016-05-01,2016-05-01,38,closed
12987,11721361,2016-04-26,2018-07-06,2017-07-11,33,closed
12986,11721361,2016-04-25,2018-07-06,2017-07-10,33,closed
12985,11721361,2016-04-25,2018-04-24,2017-11-25,32,closed
12984,5635139,2016-04-25,2016-04-25,2016-04-25,,closed
12983,4462724,2016-04-25,2016-04-30,2016-04-30,38,closed
12981,11721361,2016-04-25,2016-04-26,2016-04-26,38,closed
12980,1656188,2016-04-25,2016-04-25,2016-04-25,,closed
12979,1150402,2016-04-25,2016-04-29,2016-04-29,38,closed
12978,11885228,2016-04-25,2016-04-25,2016-04-25,,closed
12976,4407787,2016-04-24,2017-05-06,2017-05-06,16,closed
12972,18216368,2016-04-24,2016-04-24,2016-04-24,,closed
12970,18216368,2016-04-23,2016-04-24,2016-04-23,,closed
12965,9346460,2016-04-23,2016-04-23,2016-04-23,,closed
12963,611122,2016-04-22,2017-03-20,2017-03-20,39,closed
12962,249407,2016-04-22,2017-09-25,2017-09-25,46,closed
12960,953992,2016-04-22,2021-04-23,,32,open
12959,3670355,2016-04-22,2016-04-22,2016-04-22,,closed
12957,1306756,2016-04-22,2016-04-22,2016-04-22,,closed
12956,13141172,2016-04-22,2016-04-22,2016-04-22,,closed
12955,13141172,2016-04-22,2016-04-22,2016-04-22,,closed
12954,13141172,2016-04-22,2016-04-22,2016-04-22,,closed
12953,49481,2016-04-22,2019-10-21,,32,open
12950,5635139,2016-04-21,2016-04-21,2016-04-21,,closed
12948,1900459,2016-04-21,2020-01-21,2020-01-21,32,closed
12947,150504,2016-04-21,2016-05-07,2016-05-07,40,closed
12945,1175927,2016-04-21,2020-06-17,,,open
12944,953992,2016-04-21,2016-04-26,2016-04-26,38,closed
12942,1667488,2016-04-21,2016-04-21,2016-04-21,,closed
12941,807640,2016-04-21,2016-08-06,2016-08-06,40,closed
12940,9061708,2016-04-21,2016-04-21,2016-04-21,,closed
12938,7894671,2016-04-20,2017-03-28,2017-03-28,32,closed
12937,2381361,2016-04-20,2016-06-24,2016-04-20,33,closed
12934,166162,2016-04-20,2016-04-22,2016-04-22,38,closed
12933,953992,2016-04-20,2016-05-22,2016-05-22,40,closed
12927,39889,2016-04-19,2016-04-30,2016-04-30,38,closed
12926,1020496,2016-04-19,2016-04-20,2016-04-20,38,closed
12925,1020496,2016-04-19,2016-04-26,2016-04-26,38,closed
12923,11616460,2016-04-19,2016-04-19,2016-04-19,,closed
12922,18488,2016-04-19,2016-09-09,2016-06-16,40,closed
12920,906626,2016-04-18,2016-07-27,2016-07-27,40,closed
12918,4074785,2016-04-18,2020-06-02,2020-06-02,68,closed
12912,9273653,2016-04-17,2016-04-21,2016-04-21,38,closed
12911,296164,2016-04-17,2016-04-18,2016-04-18,38,closed
12907,3425,2016-04-16,2016-05-27,2016-05-27,40,closed
12905,8282510,2016-04-15,2019-12-11,2019-12-11,32,closed
12903,4407787,2016-04-15,2016-04-26,2016-04-26,38,closed
12902,1251492,2016-04-14,2016-04-18,2016-04-18,38,closed
12898,1304950,2016-04-14,2016-09-20,2016-09-20,32,closed
12897,953992,2016-04-14,2016-08-20,2016-08-20,32,closed
12896,4257257,2016-04-14,2016-05-14,2016-05-14,40,closed
12894,586542,2016-04-13,2016-04-17,2016-04-13,,closed
12893,319411,2016-04-13,2016-04-20,2016-04-20,38,closed
12892,2783717,2016-04-13,2016-04-13,2016-04-13,,closed
12891,2077159,2016-04-13,2016-04-14,2016-04-13,,closed
12890,2077159,2016-04-13,2016-04-13,2016-04-13,,closed
12889,4407787,2016-04-13,2016-04-14,2016-04-13,,closed
12888,832380,2016-04-13,2021-04-23,,32,open
12887,7530947,2016-04-13,2016-05-03,2016-05-03,38,closed
12886,953992,2016-04-13,2016-05-21,2016-05-21,40,closed
12885,8282510,2016-04-13,2019-08-05,2016-04-13,,closed
12884,5635139,2016-04-12,2021-04-23,,32,open
12883,953992,2016-04-12,2016-04-12,2016-04-12,32,closed
12881,953992,2016-04-12,2016-04-18,2016-04-18,38,closed
12879,8282510,2016-04-12,2016-08-08,2016-08-08,40,closed
12877,6304370,2016-04-12,2016-04-12,2016-04-12,38,closed
12876,3211163,2016-04-12,2016-04-13,2016-04-13,38,closed
12873,295428,2016-04-11,2017-06-09,2016-04-11,,closed
12872,315810,2016-04-11,2016-04-11,2016-04-11,33,closed
12871,953992,2016-04-11,2020-05-11,2020-05-11,,closed
12870,3696566,2016-04-11,2016-04-18,2016-04-16,38,closed
12869,12091011,2016-04-11,2019-10-28,,32,open
12868,2293126,2016-04-11,2016-04-13,2016-04-13,38,closed
12867,953992,2016-04-11,2020-04-10,,32,open
12866,10356618,2016-04-11,2016-04-18,2016-04-18,38,closed
12865,150504,2016-04-11,2021-02-04,2016-04-11,,closed
12863,1591339,2016-04-11,2021-05-06,2021-05-06,80,closed
12862,2195834,2016-04-11,2019-07-11,2019-07-11,61,closed
12861,953992,2016-04-11,2019-10-21,,32,open
12860,953992,2016-04-11,2018-03-01,2018-03-01,53,closed
12859,16593552,2016-04-11,2021-05-12,2021-05-12,32,closed
12858,15170024,2016-04-11,2016-04-11,2016-04-11,33,closed
12857,2927161,2016-04-11,2019-12-30,2019-12-30,16,closed
12856,50109,2016-04-11,2016-04-11,2016-04-11,,closed
12855,9273653,2016-04-10,2016-12-15,2016-12-15,39,closed
12854,953992,2016-04-10,2020-09-20,2020-09-20,32,closed
12851,1063143,2016-04-10,2019-10-11,2019-10-11,,closed
12850,953992,2016-04-10,2016-04-10,2016-04-10,38,closed
12849,8282510,2016-04-10,2016-04-10,2016-04-10,,closed
